Price,Store ID,UPC,Banner,Region
18.29,34957,470692001,Whole Foods,Northern California
57.09,34957,762710881,Whole Foods,Northern California
6.49,34957,68034486,Whole Foods,Northern California
11.79,34957,579355486,Whole Foods,Northern California
72.79,34957,269567447,Whole Foods,Northern California
59.29,34957,394331468,Whole Foods,Northern California
45.49,34957,848280790,Whole Foods,Northern California
59.29,34957,62563085,Whole Foods,Northern California
1.39,34957,77460052,Whole Foods,Northern California
9.89,34957,760445497,Whole Foods,Northern California
34.79,34957,953126270,Whole Foods,Northern California
21.69,34957,144575642,Whole Foods,Northern California
14.99,34957,44385546,Whole Foods,Northern California
40.19,34957,130358296,Whole Foods,Northern California
9.89,34957,16729338,Whole Foods,Northern California
51.59,34957,576506037,Whole Foods,Northern California
74.09,34957,421176959,Whole Foods,Northern California
9.79,34957,60193187,Whole Foods,Northern California
50.59,34957,112509592,Whole Foods,Northern California
71.49,34957,692276824,Whole Foods,Northern California
45.09,34957,163809044,Whole Foods,Northern California
73.39,34957,160430177,Whole Foods,Northern California
22.39,34957,525505777,Whole Foods,Northern California
48.99,34957,827531126,Whole Foods,Northern California
70.39,34957,995798889,Whole Foods,Northern California
66.09,34957,272466316,Whole Foods,Northern California
68.99,34957,218294289,Whole Foods,Northern California
65.39,34957,298650567,Whole Foods,Northern California
4.09,34957,924190396,Whole Foods,Northern California
27.99,34957,105664025,Whole Foods,Northern California
68.19,34957,514987291,Whole Foods,Northern California
69.79,34957,111650456,Whole Foods,Northern California
52.99,34957,52851370,Whole Foods,Northern California
47.09,34957,55404606,Whole Foods,Northern California
70.09,34957,94849573,Whole Foods,Northern California
21.99,34957,978196729,Whole Foods,Northern California
62.09,34957,48013704,Whole Foods,Northern California
32.69,34957,654483249,Whole Foods,Northern California
27.49,34957,646726630,Whole Foods,Northern California
68.39,34957,629512894,Whole Foods,Northern California
46.79,34957,387431034,Whole Foods,Northern California
48.99,34957,405988807,Whole Foods,Northern California
32.59,34957,23493525,Whole Foods,Northern California
32.99,34957,488091787,Whole Foods,Northern California
27.39,34957,690451660,Whole Foods,Northern California
44.69,34957,286798599,Whole Foods,Northern California
9.29,34957,234070455,Whole Foods,Northern California
62.09,34957,963858888,Whole Foods,Northern California
7.99,34957,746596885,Whole Foods,Northern California
34.49,34957,45509167,Whole Foods,Northern California
43.49,34957,529968586,Whole Foods,Northern California
70.29,34957,506238955,Whole Foods,Northern California
23.49,34957,943281894,Whole Foods,Northern California
48.29,34957,310210791,Whole Foods,Northern California
8.39,34957,458350008,Whole Foods,Northern California
4.59,34957,749696942,Whole Foods,Northern California
45.29,34957,774342015,Whole Foods,Northern California
9.99,34957,207648093,Whole Foods,Northern California
59.89,34957,337353166,Whole Foods,Northern California
20.19,34957,215480572,Whole Foods,Northern California
66.99,34957,899956196,Whole Foods,Northern California
68.09,34957,857067649,Whole Foods,Northern California
19.29,34957,907400779,Whole Foods,Northern California
6.59,34957,665091890,Whole Foods,Northern California
51.29,34957,285195716,Whole Foods,Northern California
2.39,34957,285638116,Whole Foods,Northern California
30.79,34957,878698622,Whole Foods,Northern California
70.99,34957,545019950,Whole Foods,Northern California
72.59,34957,751783597,Whole Foods,Northern California
31.19,34957,428456157,Whole Foods,Northern California
23.39,34957,690069404,Whole Foods,Northern California
34.19,34957,518047270,Whole Foods,Northern California
14.29,34957,835966795,Whole Foods,Northern California
2.99,34957,646431619,Whole Foods,Northern California
61.09,34957,506754007,Whole Foods,Northern California
65.69,34957,970617307,Whole Foods,Northern California
40.59,34957,614172105,Whole Foods,Northern California
42.89,34957,542244776,Whole Foods,Northern California
72.89,34957,456113225,Whole Foods,Northern California
59.59,34957,101201265,Whole Foods,Northern California
56.49,34957,870595943,Whole Foods,Northern California
8.49,34957,227635624,Whole Foods,Northern California
51.29,34957,870309366,Whole Foods,Northern California
56.59,34957,764458897,Whole Foods,Northern California
60.19,34957,887149013,Whole Foods,Northern California
49.39,34957,615121896,Whole Foods,Northern California
32.99,34957,352180692,Whole Foods,Northern California
15.99,34957,426909634,Whole Foods,Northern California
2.29,34957,355520088,Whole Foods,Northern California
16.39,34957,575714399,Whole Foods,Northern California
31.59,34957,388197861,Whole Foods,Northern California
41.89,34957,95866554,Whole Foods,Northern California
16.39,34957,440219593,Whole Foods,Northern California
39.89,34957,299791600,Whole Foods,Northern California
65.09,34957,568256903,Whole Foods,Northern California
64.89,34957,820540489,Whole Foods,Northern California
22.19,34957,538593323,Whole Foods,Northern California
55.49,34957,200809424,Whole Foods,Northern California
64.39,34957,801329171,Whole Foods,Northern California
55.69,34957,830115263,Whole Foods,Northern California
48.49,34957,709096794,Whole Foods,Northern California
68.69,34957,470178735,Whole Foods,Northern California
40.29,34957,750854309,Whole Foods,Northern California
35.49,34957,55833407,Whole Foods,Northern California
32.49,34957,505693127,Whole Foods,Northern California
12.59,34957,120290503,Whole Foods,Northern California
72.99,34957,614892418,Whole Foods,Northern California
17.89,34957,325260449,Whole Foods,Northern California
35.39,34957,472559312,Whole Foods,Northern California
63.69,34957,466810890,Whole Foods,Northern California
16.19,34957,996262978,Whole Foods,Northern California
23.59,34957,927693101,Whole Foods,Northern California
72.89,34957,302857528,Whole Foods,Northern California
55.79,34957,549873373,Whole Foods,Northern California
63.99,34957,849425547,Whole Foods,Northern California
68.69,34957,533704030,Whole Foods,Northern California
8.29,34957,296821950,Whole Foods,Northern California
40.59,34957,545133835,Whole Foods,Northern California
56.49,34957,904714463,Whole Foods,Northern California
29.49,34957,612864775,Whole Foods,Northern California
28.09,34957,694669999,Whole Foods,Northern California
29.19,34957,993910240,Whole Foods,Northern California
72.29,34957,950498192,Whole Foods,Northern California
32.69,34957,882672998,Whole Foods,Northern California
23.59,34957,852479948,Whole Foods,Northern California
72.29,34957,932644749,Whole Foods,Northern California
6.39,34957,659422945,Whole Foods,Northern California
18.29,34957,246585815,Whole Foods,Northern California
36.99,34957,812264326,Whole Foods,Northern California
60.49,34957,789649867,Whole Foods,Northern California
63.09,34957,60912855,Whole Foods,Northern California
48.79,34957,678530217,Whole Foods,Northern California
26.99,34957,827352822,Whole Foods,Northern California
37.59,34957,375916960,Whole Foods,Northern California
51.59,34957,258597638,Whole Foods,Northern California
6.49,34957,513172706,Whole Foods,Northern California
41.19,34957,736362595,Whole Foods,Northern California
51.29,34957,583814806,Whole Foods,Northern California
63.39,34957,86262532,Whole Foods,Northern California
46.09,34957,474794200,Whole Foods,Northern California
66.39,34957,778006625,Whole Foods,Northern California
13.09,34957,571896895,Whole Foods,Northern California
20.39,34957,537045183,Whole Foods,Northern California
55.19,34957,895637329,Whole Foods,Northern California
22.79,34957,565021540,Whole Foods,Northern California
23.29,34957,876226151,Whole Foods,Northern California
33.09,34957,401436440,Whole Foods,Northern California
55.99,34957,745790660,Whole Foods,Northern California
21.09,34957,931390073,Whole Foods,Northern California
45.99,34957,441453292,Whole Foods,Northern California
30.09,34957,473279874,Whole Foods,Northern California
35.09,34957,832713642,Whole Foods,Northern California
53.09,34957,514730047,Whole Foods,Northern California
60.79,34957,749133422,Whole Foods,Northern California
53.39,34957,842621232,Whole Foods,Northern California
72.19,34957,39408244,Whole Foods,Northern California
21.29,34957,459605874,Whole Foods,Northern California
48.39,34957,872889619,Whole Foods,Northern California
8.89,34957,827210689,Whole Foods,Northern California
13.09,34957,633357974,Whole Foods,Northern California
32.69,34957,685715810,Whole Foods,Northern California
41.39,34957,785234168,Whole Foods,Northern California
36.19,34957,16900911,Whole Foods,Northern California
15.89,34957,93351329,Whole Foods,Northern California
7.99,34957,311625369,Whole Foods,Northern California
73.69,34957,158953776,Whole Foods,Northern California
56.99,34957,59479815,Whole Foods,Northern California
4.69,34957,47174618,Whole Foods,Northern California
28.09,34957,967167461,Whole Foods,Northern California
30.39,34957,47158754,Whole Foods,Northern California
22.29,34957,688858216,Whole Foods,Northern California
61.59,34957,22976162,Whole Foods,Northern California
7.79,34957,918833743,Whole Foods,Northern California
71.09,34957,266788198,Whole Foods,Northern California
6.59,34957,363196884,Whole Foods,Northern California
34.69,34957,697589645,Whole Foods,Northern California
51.89,34957,975793603,Whole Foods,Northern California
62.19,34957,406039511,Whole Foods,Northern California
17.69,34957,178923336,Whole Foods,Northern California
1.49,34957,372268051,Whole Foods,Northern California
24.19,34957,517769564,Whole Foods,Northern California
49.19,34957,769464973,Whole Foods,Northern California
64.19,34957,737234743,Whole Foods,Northern California
33.99,34957,654081535,Whole Foods,Northern California
51.29,34957,187405236,Whole Foods,Northern California
32.99,34957,774949377,Whole Foods,Northern California
64.39,34957,854689154,Whole Foods,Northern California
30.49,34957,891797170,Whole Foods,Northern California
6.29,34957,383194572,Whole Foods,Northern California
29.99,34957,986041768,Whole Foods,Northern California
5.39,34957,790066655,Whole Foods,Northern California
70.69,34957,936330605,Whole Foods,Northern California
21.29,34957,599052834,Whole Foods,Northern California
58.39,34957,395790602,Whole Foods,Northern California
46.19,34957,958194401,Whole Foods,Northern California
73.69,34957,981510405,Whole Foods,Northern California
59.79,34957,971923169,Whole Foods,Northern California
42.49,34957,445351739,Whole Foods,Northern California
64.19,34957,768900012,Whole Foods,Northern California
50.89,34957,853687097,Whole Foods,Northern California
15.99,34957,581030587,Whole Foods,Northern California
46.19,34957,966176819,Whole Foods,Northern California
33.39,34957,840138489,Whole Foods,Northern California
52.29,34957,831639757,Whole Foods,Northern California
16.29,34957,426268457,Whole Foods,Northern California
49.69,34957,127838957,Whole Foods,Northern California
44.79,34957,212886542,Whole Foods,Northern California
59.09,34957,162356142,Whole Foods,Northern California
63.29,34957,79218866,Whole Foods,Northern California
58.19,34957,817674221,Whole Foods,Northern California
1.99,34957,694468735,Whole Foods,Northern California
54.69,34957,70324549,Whole Foods,Northern California
48.79,34957,536411687,Whole Foods,Northern California
26.49,34957,855000437,Whole Foods,Northern California
69.29,34957,917901226,Whole Foods,Northern California
16.89,34957,456975266,Whole Foods,Northern California
35.69,34957,416414679,Whole Foods,Northern California
24.79,34957,26132370,Whole Foods,Northern California
23.99,34957,312567137,Whole Foods,Northern California
73.69,34957,276801250,Whole Foods,Northern California
14.79,34957,218958254,Whole Foods,Northern California
3.69,34957,421047592,Whole Foods,Northern California
29.49,34957,333967502,Whole Foods,Northern California
69.79,34957,549838046,Whole Foods,Northern California
10.69,34957,27595398,Whole Foods,Northern California
2.79,34957,200021055,Whole Foods,Northern California
61.29,34957,742030365,Whole Foods,Northern California
72.19,34957,353626798,Whole Foods,Northern California
64.99,34957,300702726,Whole Foods,Northern California
59.09,34957,363461563,Whole Foods,Northern California
71.89,34957,254804864,Whole Foods,Northern California
57.89,34957,43366358,Whole Foods,Northern California
45.59,34957,587816654,Whole Foods,Northern California
69.09,34957,726107443,Whole Foods,Northern California
56.49,34957,980113553,Whole Foods,Northern California
34.99,34957,927879675,Whole Foods,Northern California
22.69,34957,766810433,Whole Foods,Northern California
58.69,34957,879777546,Whole Foods,Northern California
53.59,34957,849702242,Whole Foods,Northern California
42.79,34957,171059624,Whole Foods,Northern California
42.99,34957,403149940,Whole Foods,Northern California
47.19,34957,238497653,Whole Foods,Northern California
41.29,34957,829968022,Whole Foods,Northern California
15.09,34957,561425157,Whole Foods,Northern California
70.09,34957,295208432,Whole Foods,Northern California
44.69,34957,301161010,Whole Foods,Northern California
5.99,34957,236468029,Whole Foods,Northern California
22.19,34957,152458350,Whole Foods,Northern California
23.69,34957,744486125,Whole Foods,Northern California
19.09,34957,885481376,Whole Foods,Northern California
55.49,34957,546802474,Whole Foods,Northern California
29.29,34957,268588472,Whole Foods,Northern California
7.69,34957,598589918,Whole Foods,Northern California
54.99,34957,615706094,Whole Foods,Northern California
56.39,34957,690392986,Whole Foods,Northern California
0.69,34957,198082596,Whole Foods,Northern California
23.79,34957,420577775,Whole Foods,Northern California
39.39,34957,271202170,Whole Foods,Northern California
6.49,34957,16999755,Whole Foods,Northern California
1.09,34957,557637639,Whole Foods,Northern California
56.99,34957,958465158,Whole Foods,Northern California
72.09,34957,130318597,Whole Foods,Northern California
51.59,34957,584200676,Whole Foods,Northern California
5.49,34957,488377803,Whole Foods,Northern California
16.89,34957,663501723,Whole Foods,Northern California
53.09,34957,340260209,Whole Foods,Northern California
45.79,34957,396134202,Whole Foods,Northern California
74.49,34957,888666503,Whole Foods,Northern California
3.69,34957,864093895,Whole Foods,Northern California
51.79,34957,571419391,Whole Foods,Northern California
45.99,34957,768547166,Whole Foods,Northern California
23.79,34957,113921219,Whole Foods,Northern California
41.89,34957,373656227,Whole Foods,Northern California
38.89,34957,915191199,Whole Foods,Northern California
73.09,34957,946880003,Whole Foods,Northern California
64.19,34957,457695472,Whole Foods,Northern California
34.79,34957,975326196,Whole Foods,Northern California
64.09,34957,405684153,Whole Foods,Northern California
26.09,34957,236968723,Whole Foods,Northern California
53.49,34957,865020811,Whole Foods,Northern California
63.19,34957,505307561,Whole Foods,Northern California
27.29,34957,711957058,Whole Foods,Northern California
57.29,34957,442236507,Whole Foods,Northern California
7.89,34957,338863686,Whole Foods,Northern California
27.39,34957,110497121,Whole Foods,Northern California
62.59,34957,300705072,Whole Foods,Northern California
42.09,34957,842968031,Whole Foods,Northern California
11.49,34957,740420827,Whole Foods,Northern California
55.79,34957,965370690,Whole Foods,Northern California
47.79,34957,250622702,Whole Foods,Northern California
27.49,34957,569684083,Whole Foods,Northern California
10.99,34957,713032211,Whole Foods,Northern California
67.89,34957,827980895,Whole Foods,Northern California
21.29,34957,922747986,Whole Foods,Northern California
57.29,34957,905914857,Whole Foods,Northern California
28.29,34957,739054494,Whole Foods,Northern California
18.79,34957,919110708,Whole Foods,Northern California
2.99,34957,243131192,Whole Foods,Northern California
39.19,34957,988779486,Whole Foods,Northern California
13.99,34957,695599406,Whole Foods,Northern California
34.49,34957,283434497,Whole Foods,Northern California
30.39,34957,437637358,Whole Foods,Northern California
45.89,34957,574686428,Whole Foods,Northern California
70.89,34957,881539712,Whole Foods,Northern California
64.79,34957,627831552,Whole Foods,Northern California
29.49,34957,856554674,Whole Foods,Northern California
59.29,34957,246582548,Whole Foods,Northern California
10.09,34957,489000444,Whole Foods,Northern California
8.89,34957,744228999,Whole Foods,Northern California
15.29,34957,447640332,Whole Foods,Northern California
57.79,34957,223905761,Whole Foods,Northern California
59.89,34957,780230660,Whole Foods,Northern California
29.49,34957,399409590,Whole Foods,Northern California
41.29,34957,240879755,Whole Foods,Northern California
64.79,34957,746763504,Whole Foods,Northern California
44.09,34957,460807284,Whole Foods,Northern California
43.99,34957,860167579,Whole Foods,Northern California
46.29,34957,164485660,Whole Foods,Northern California
48.79,34957,443127155,Whole Foods,Northern California
38.29,34957,56176612,Whole Foods,Northern California
65.49,34957,999185078,Whole Foods,Northern California
72.59,34957,161076622,Whole Foods,Northern California
58.99,34957,303530277,Whole Foods,Northern California
29.79,34957,230451071,Whole Foods,Northern California
47.39,34957,509419735,Whole Foods,Northern California
23.49,34957,723906184,Whole Foods,Northern California
25.89,34957,435304991,Whole Foods,Northern California
18.49,34957,574010167,Whole Foods,Northern California
37.19,34957,764530996,Whole Foods,Northern California
68.29,34957,88576101,Whole Foods,Northern California
28.69,34957,245619737,Whole Foods,Northern California
25.59,34957,361981249,Whole Foods,Northern California
40.99,34957,771066892,Whole Foods,Northern California
48.89,34957,700660531,Whole Foods,Northern California
28.19,34957,39601228,Whole Foods,Northern California
30.49,34957,836817411,Whole Foods,Northern California
72.49,34957,976976235,Whole Foods,Northern California
37.19,34957,327470693,Whole Foods,Northern California
3.79,34957,17066659,Whole Foods,Northern California
53.79,34957,723419379,Whole Foods,Northern California
65.29,34957,952287274,Whole Foods,Northern California
22.79,34957,48258595,Whole Foods,Northern California
18.59,34957,338728090,Whole Foods,Northern California
18.29,34957,826771870,Whole Foods,Northern California
22.59,34957,583382498,Whole Foods,Northern California
41.29,34957,182310151,Whole Foods,Northern California
26.39,34957,129232150,Whole Foods,Northern California
22.19,34957,955421336,Whole Foods,Northern California
16.79,34957,375993782,Whole Foods,Northern California
69.39,34957,357064541,Whole Foods,Northern California
46.49,34957,614290704,Whole Foods,Northern California
45.79,34957,687061455,Whole Foods,Northern California
66.89,34957,176351627,Whole Foods,Northern California
39.09,34957,57394222,Whole Foods,Northern California
12.79,34957,477240979,Whole Foods,Northern California
6.19,34957,449986246,Whole Foods,Northern California
44.09,34957,253141402,Whole Foods,Northern California
65.49,34957,131820869,Whole Foods,Northern California
53.89,34957,189565540,Whole Foods,Northern California
2.39,34957,375780233,Whole Foods,Northern California
49.69,34957,643891644,Whole Foods,Northern California
72.59,34957,835193761,Whole Foods,Northern California
66.49,34957,484719492,Whole Foods,Northern California
35.99,34957,361609713,Whole Foods,Northern California
20.79,34957,386428225,Whole Foods,Northern California
6.59,34957,886012244,Whole Foods,Northern California
7.89,34957,643629043,Whole Foods,Northern California
43.09,34957,831054514,Whole Foods,Northern California
46.09,34957,321012038,Whole Foods,Northern California
22.39,34957,24764365,Whole Foods,Northern California
19.99,34957,582214622,Whole Foods,Northern California
16.59,34957,252888653,Whole Foods,Northern California
33.59,34957,763210027,Whole Foods,Northern California
20.89,34957,765958220,Whole Foods,Northern California
69.29,34957,582451335,Whole Foods,Northern California
7.19,34957,786293238,Whole Foods,Northern California
20.89,34957,917211564,Whole Foods,Northern California
51.69,34957,676274385,Whole Foods,Northern California
3.89,34957,44053660,Whole Foods,Northern California
43.39,34957,980564443,Whole Foods,Northern California
59.89,34957,477539026,Whole Foods,Northern California
63.69,34957,702065059,Whole Foods,Northern California
33.69,34957,129833275,Whole Foods,Northern California
69.39,34957,227818213,Whole Foods,Northern California
69.69,34957,841392681,Whole Foods,Northern California
29.19,34957,106918220,Whole Foods,Northern California
29.69,34957,627807402,Whole Foods,Northern California
70.39,34957,70124770,Whole Foods,Northern California
69.49,34957,587031338,Whole Foods,Northern California
22.09,34957,874971914,Whole Foods,Northern California
33.69,34957,857721983,Whole Foods,Northern California
11.89,34957,565170341,Whole Foods,Northern California
14.49,34957,69584995,Whole Foods,Northern California
36.79,34957,430094535,Whole Foods,Northern California
33.19,34957,450309449,Whole Foods,Northern California
51.49,34957,311513952,Whole Foods,Northern California
43.89,34957,213387822,Whole Foods,Northern California
13.69,34957,358265858,Whole Foods,Northern California
1.99,34957,762004012,Whole Foods,Northern California
49.49,34957,607409332,Whole Foods,Northern California
63.99,34957,980150388,Whole Foods,Northern California
8.09,34957,416724552,Whole Foods,Northern California
1.99,34957,770347410,Whole Foods,Northern California
24.49,34957,352259734,Whole Foods,Northern California
16.19,34957,60042797,Whole Foods,Northern California
52.39,34957,276263379,Whole Foods,Northern California
59.69,34957,436463728,Whole Foods,Northern California
30.89,34957,376153383,Whole Foods,Northern California
49.19,34957,514912132,Whole Foods,Northern California
48.54,12837,737234743,Walmart,New York
5.05,12837,886012244,Walmart,New York
42.91,12837,688174297,Walmart,New York
10.94,12837,95862680,Walmart,New York
48.13,12837,429624919,Walmart,New York
42.82,12837,764458897,Walmart,New York
39.56,12837,643048328,Walmart,New York
45.07,12837,391122766,Walmart,New York
12.86,12837,456975266,Walmart,New York
39.61,12837,276263379,Walmart,New York
51.67,12837,795655973,Walmart,New York
18.45,12837,683810722,Walmart,New York
36.77,12837,314205929,Walmart,New York
16.02,12837,471370637,Walmart,New York
48.73,12837,531867954,Walmart,New York
9.9,12837,633357974,Walmart,New York
51.52,12837,857067649,Walmart,New York
32.82,12837,189054973,Walmart,New York
43.16,12837,958465158,Walmart,New York
54.76,12837,950498192,Walmart,New York
19.15,12837,826114350,Walmart,New York
19.04,12837,819121025,Walmart,New York
55.7,12837,276801250,Walmart,New York
23.36,12837,336912254,Walmart,New York
52.62,12837,818139689,Walmart,New York
21.71,12837,245619737,Walmart,New York
8.53,12837,821096485,Walmart,New York
27.26,12837,361609713,Walmart,New York
43.15,12837,275219414,Walmart,New York
24.91,12837,774949377,Walmart,New York
34.13,12837,998831540,Walmart,New York
14.43,12837,885481376,Walmart,New York
34.64,12837,687061455,Walmart,New York
45.15,12837,101201265,Walmart,New York
38.84,12837,54548062,Walmart,New York
8.47,12837,713032211,Walmart,New York
6.12,12837,416724552,Walmart,New York
22.37,12837,856554674,Walmart,New York
7.37,12837,340478827,Walmart,New York
44.82,12837,723934665,Walmart,New York
12.81,12837,663501723,Walmart,New York
12.35,12837,426268457,Walmart,New York
34.86,12837,441453292,Walmart,New York
1.97,12837,60168857,Walmart,New York
27.1,12837,204071291,Walmart,New York
13.52,12837,125829867,Walmart,New York
8.85,12837,265077864,Walmart,New York
49.07,12837,746763504,Walmart,New York
23.76,12837,894764703,Walmart,New York
10.64,12837,643110527,Walmart,New York
23.31,12837,878698622,Walmart,New York
2.4,12837,377295085,Walmart,New York
53.23,12837,236677062,Walmart,New York
55.34,12837,946880003,Walmart,New York
21.74,12837,700041439,Walmart,New York
25.56,12837,481217425,Walmart,New York
34.87,12837,883713851,Walmart,New York
25.42,12837,757630984,Walmart,New York
11.74,12837,523773926,Walmart,New York
25.76,12837,217512347,Walmart,New York
37.73,12837,312588009,Walmart,New York
30.56,12837,977134983,Walmart,New York
28.04,12837,142252924,Walmart,New York
19.82,12837,480476230,Walmart,New York
53.01,12837,445250129,Walmart,New York
15.82,12837,765958220,Walmart,New York
50.86,12837,305310988,Walmart,New York
53.32,12837,773828271,Walmart,New York
49.41,12837,881311707,Walmart,New York
2.32,12837,243131192,Walmart,New York
46.17,12837,145210517,Walmart,New York
31.73,12837,95866554,Walmart,New York
35.67,12837,904041295,Walmart,New York
16.73,12837,874971914,Walmart,New York
43.26,12837,762710881,Walmart,New York
45.37,12837,780230660,Walmart,New York
26.31,12837,953126270,Walmart,New York
38.64,12837,564734116,Walmart,New York
26.85,12837,45824749,Walmart,New York
35.86,12837,44276570,Walmart,New York
12.42,12837,440219593,Walmart,New York
52.21,12837,726107443,Walmart,New York
53.41,12837,945973686,Walmart,New York
4.11,12837,310069491,Walmart,New York
26.5,12837,644054876,Walmart,New York
47.41,12837,681789308,Walmart,New York
27.75,12837,354630366,Walmart,New York
4.63,12837,236468029,Walmart,New York
37.23,12837,769464973,Walmart,New York
4.8,12837,383194572,Walmart,New York
26.76,12837,727229928,Walmart,New York
39.63,12837,742726716,Walmart,New York
23.17,12837,549109328,Walmart,New York
29.67,12837,988779486,Walmart,New York
25.55,12837,808976577,Walmart,New York
38.02,12837,995745822,Walmart,New York
15.13,12837,582214622,Walmart,New York
39.02,12837,508604923,Walmart,New York
21.42,12837,739054494,Walmart,New York
28.55,12837,502816606,Walmart,New York
54.73,12837,932644749,Walmart,New York
47.16,12837,406039511,Walmart,New York
6.72,12837,157129774,Walmart,New York
6.87,12837,827210689,Walmart,New York
34.34,12837,554753210,Walmart,New York
1.5,12837,762004012,Walmart,New York
50.51,12837,176351627,Walmart,New York
54.91,12837,161076622,Walmart,New York
21.43,12837,61278034,Walmart,New York
42.67,12837,690392986,Walmart,New York
28.16,12837,942541787,Walmart,New York
20.47,12837,896138462,Walmart,New York
8.6,12837,768628469,Walmart,New York
48.8,12837,270412866,Walmart,New York
30.72,12837,614172105,Walmart,New York
45.85,12837,565229692,Walmart,New York
37.24,12837,758967619,Walmart,New York
3.17,12837,924190396,Walmart,New York
10.92,12837,98164748,Walmart,New York
20.97,12837,54236183,Walmart,New York
52.81,12837,591915659,Walmart,New York
11.0,12837,555531366,Walmart,New York
4.87,12837,659422945,Walmart,New York
3.67,12837,75242878,Walmart,New York
2.86,12837,541222561,Walmart,New York
45.14,12837,436463728,Walmart,New York
2.14,12837,784408530,Walmart,New York
19.01,12837,151287985,Walmart,New York
32.52,12837,542244776,Walmart,New York
35.65,12837,431156925,Walmart,New York
16.87,12837,152458350,Walmart,New York
19.67,12837,395515572,Walmart,New York
34.63,12837,396134202,Walmart,New York
28.92,12837,228591095,Walmart,New York
25.04,12837,361415663,Walmart,New York
13.05,12837,251180255,Walmart,New York
51.16,12837,26959766,Walmart,New York
46.05,12837,749133422,Walmart,New York
21.22,12837,694669999,Walmart,New York
4.81,12837,872082334,Walmart,New York
37.72,12837,475672709,Walmart,New York
1.65,12837,770347410,Walmart,New York
38.25,12837,112509592,Walmart,New York
54.27,12837,132112942,Walmart,New York
31.05,12837,248544810,Walmart,New York
33.02,12837,266425823,Walmart,New York
30.4,12837,750854309,Walmart,New York
17.82,12837,943281894,Walmart,New York
17.95,12837,744486125,Walmart,New York
53.82,12837,99830442,Walmart,New York
42.1,12837,830115263,Walmart,New York
51.25,12837,506732002,Walmart,New York
35.71,12837,238497653,Walmart,New York
23.97,12837,87093736,Walmart,New York
21.37,12837,39601228,Walmart,New York
25.55,12837,278003538,Walmart,New York
9.22,12837,564014969,Walmart,New York
18.54,12837,959054260,Walmart,New York
24.31,12837,57714338,Walmart,New York
26.54,12837,832713642,Walmart,New York
50.33,12837,484719492,Walmart,New York
31.43,12837,238441424,Walmart,New York
37.06,12837,405988807,Walmart,New York
20.05,12837,855000437,Walmart,New York
15.32,12837,896974529,Walmart,New York
25.43,12837,763210027,Walmart,New York
19.12,12837,312735668,Walmart,New York
54.86,12837,594035260,Walmart,New York
25.7,12837,40555797,Walmart,New York
28.16,12837,332493471,Walmart,New York
31.06,12837,61566790,Walmart,New York
7.47,12837,529559570,Walmart,New York
2.96,12837,906234211,Walmart,New York
26.33,12837,975326196,Walmart,New York
52.7,12837,841392681,Walmart,New York
16.61,12837,850860889,Walmart,New York
2.84,12837,864093895,Walmart,New York
50.27,12837,778006625,Walmart,New York
26.41,12837,678539677,Walmart,New York
47.73,12837,60912855,Walmart,New York
21.42,12837,795937333,Walmart,New York
34.5,12837,587816654,Walmart,New York
55.53,12837,165324638,Walmart,New York
37.62,12837,643891644,Walmart,New York
37.62,12837,127838957,Walmart,New York
12.12,12837,581030587,Walmart,New York
2.44,12837,592499340,Walmart,New York
42.52,12837,753436797,Walmart,New York
28.7,12837,644874729,Walmart,New York
54.54,12837,130318597,Walmart,New York
25.33,12837,714768657,Walmart,New York
34.43,12837,848280790,Walmart,New York
48.43,12837,980150388,Walmart,New York
16.12,12837,278354885,Walmart,New York
16.3,12837,25313327,Walmart,New York
36.12,12837,897422303,Walmart,New York
13.91,12837,470692001,Walmart,New York
42.3,12837,745790660,Walmart,New York
11.02,12837,69584995,Walmart,New York
2.21,12837,200021055,Walmart,New York
4.92,12837,861024387,Walmart,New York
46.02,12837,342897052,Walmart,New York
49.05,12837,627831552,Walmart,New York
51.96,12837,533704030,Walmart,New York
2.81,12837,371212986,Walmart,New York
2.95,12837,17066659,Walmart,New York
22.13,12837,268588472,Walmart,New York
20.76,12837,711957058,Walmart,New York
7.52,12837,760445497,Walmart,New York
7.47,12837,748626363,Walmart,New York
19.12,12837,678675568,Walmart,New York
7.53,12837,21872584,Walmart,New York
49.4,12837,124091247,Walmart,New York
18.52,12837,352259734,Walmart,New York
52.83,12837,549838046,Walmart,New York
35.73,12837,113224794,Walmart,New York
24.3,12837,894150291,Walmart,New York
14.11,12837,338728090,Walmart,New York
20.03,12837,129232150,Walmart,New York
9.87,12837,736014357,Walmart,New York
30.14,12837,299791600,Walmart,New York
28.64,12837,19911643,Walmart,New York
37.94,12837,321130189,Walmart,New York
54.87,12837,976976235,Walmart,New York
2.85,12837,699701113,Walmart,New York
24.95,12837,315128578,Walmart,New York
40.56,12837,849702242,Walmart,New York
45.9,12837,269161785,Walmart,New York
14.05,12837,790024227,Walmart,New York
25.53,12837,857721983,Walmart,New York
14.22,12837,919110708,Walmart,New York
41.71,12837,895637329,Walmart,New York
20.84,12837,923314883,Walmart,New York
25.35,12837,151145905,Walmart,New York
22.92,12837,531197407,Walmart,New York
54.91,12837,625438627,Walmart,New York
50.01,12837,272466316,Walmart,New York
23.16,12837,836817411,Walmart,New York
23.3,12837,311693284,Walmart,New York
49.12,12837,820540489,Walmart,New York
